Organism MutS Tudor_domain Tudor_dist PWWP_domain PWWP_dist Tudor_call PWWP_call
"Neocucurbitaria cava" 1 0 Inf 0 1597733 Absent Absent
"Chlamydomonas incerta" 1 0 Inf 0 Inf Absent Absent
"Plenodomus biglobosus" 1 0 Inf 0 Inf Absent Absent
"Microbotryum saponariae" 3 0 Inf 0 Inf Absent Absent
"Bathelium mastoideum" 2 0 Inf 0 Inf Absent Absent
"Acacia pycnantha" 1 2 336 0 1236621 Present Absent
"Didymella sp. IMI 355093" 1 0 Inf 0 45056 Absent Absent
"Exocentrus adspersus" 1 0 Inf 0 Inf Absent Absent
"Candelina mexicana" 1 0 Inf 0 Inf Absent Absent
"Picochlorum sp. BPE23" 4 0 11893 0 35123 Absent Absent
"Pisolithus sp. B1" 1 0 Inf 0 Inf Absent Absent
"Rutstroemia sp. NJR-2017a BBW" 1 0 430302 0 32346 Absent Absent
"Pedinophyceae sp. YPF-701" 2 2 657 0 13797 Present Absent
"Colletotrichum liriopes" 1 0 993502 0 248512 Absent Absent
"Lyophyllum atratum" 1 0 899586 0 368458 Absent Absent
"Closterium sp. NIES-65" 1 2 10708 0 Inf Present Absent
"Chlamydomonas schloesseri" 1 0 Inf 0 Inf Absent Absent
"Cladophialophora chaetospira" 1 0 Inf 0 Inf Absent Absent
"Metarhizium humberi" 1 0 Inf 0 902195 Absent Absent
"Flagelloscypha sp. PMI_526" 1 0 Inf 0 Inf Absent Absent
"Aromia moschata" 1 0 Inf 0 Inf Absent Absent
"Tieghemostelium lacteum" 1 0 Inf 0 Inf Absent Absent
"Xylaria sp. FL0064" 1 0 Inf 0 Inf Absent Absent
"Blepharisma stoltei" 1 0 Inf 0 Inf Absent Absent
"Plectosphaerella plurivora" 1 0 Inf 0 Inf Absent Absent
"Neocallimastix sp. JGI-2020a" 1 0 Inf 0 Inf Absent Absent
"Umbelopsis sp. PMI_123" 1 0 105653 0 1110832 Absent Absent
"Syzygium grande" 2 2 309 0 1078730 Present Absent
"Fusarium sp. FIESC RH6" 1 0 Inf 0 269917 Absent Absent
"Dimorphilus gyrociliatus" 1 0 Inf 2 5354 Absent Present
"Dothideales sp. JES 119" 1 0 Inf 0 Inf Absent Absent
"Rutstroemia sp. NJR-2017a BVV2" 1 0 Inf 0 360439 Absent Absent
"Cladosporium sp. JES 115" 1 0 296507 0 Inf Absent Absent
"Closterium sp. Yama58-4" 1 2 13811 0 Inf Present Absent
"Ustilago trichophora" 2 0 375999 0 210824 Absent Absent
"Exophiala sideris" 2 0 401392 0 443682 Absent Absent
"Lizonia empirigonia" 1 0 Inf 0 150364 Absent Absent
"Caenorhabditis auriculariae" 1 0 Inf 0 Inf Absent Absent
"Halotydeus destructor" 1 0 Inf 0 Inf Absent Absent
"Ustilago nuda" 1 0 Inf 0 314445 Absent Absent
"Hypoxylon sp. FL0543" 1 0 Inf 0 221918 Absent Absent
"Ustilago loliicola" 1 0 14204 0 Inf Absent Absent
"Trichoderma lentiforme" 1 0 Inf 0 Inf Absent Absent
"Mortierella sp. GBAus27b" 1 0 Inf 0 Inf Absent Absent
"Tribonema minus" 1 2 414 0 Inf Present Absent
"Caeruleum heppii" 1 0 Inf 0 Inf Absent Absent
"Fennellomyces sp. T-0311" 1 0 Inf 0 Inf Absent Absent
"Naganishia friedmannii" 1 0 Inf 0 Inf Absent Absent
"Mycena pura" 1 0 Inf 0 Inf Absent Absent
"Edaphochlamys debaryana" 1 0 Inf 0 Inf Absent Absent
"Hypoxylon sp. FL0890" 1 0 Inf 0 Inf Absent Absent
"Stagonospora sp. SRC1lsM3a" 1 0 792555 0 Inf Absent Absent
"Meyerozyma sp. JA9" 1 0 Inf 0 16925 Absent Absent
"Coniochaeta sp. PMI_546" 1 0 Inf 0 1632950 Absent Absent
"Xylariales sp. No.14919" 1 0 Inf 0 Inf Absent Absent
"Fusarium irregulare" 2 0 Inf 0 621671 Absent Absent
"Cylicocyclus nassatus" 1 0 9683433 0 1567544 Absent Absent
"Hypoxylon sp. NC0597" 1 0 Inf 0 Inf Absent Absent
"Hypoxylon sp. NC1633" 1 0 Inf 0 Inf Absent Absent
"Cirrosporium novae-zelandiae" 1 0 Inf 0 Inf Absent Absent
"Umbelopsis sp. AD052" 1 0 107889 0 Inf Absent Absent
"Closterium sp. NIES-64" 1 2 999 0 Inf Present Absent
"Rhamnusium bicolor" 1 0 Inf 0 Inf Absent Absent
"Naganishia liquefaciens" 1 0 Inf 0 442647 Absent Absent
"Coprinopsis sp. MPI-PUGE-AT-0042" 1 0 Inf 0 Inf Absent Absent
"Pleurostoma richardsiae" 1 0 Inf 0 Inf Absent Absent
"Fusarium torreyae" 1 0 Inf 0 Inf Absent Absent
"Bisporella sp. PMI_857" 1 0 Inf 0 Inf Absent Absent
"Coleophoma crateriformis" 1 0 Inf 0 1020725 Absent Absent
"Physcia stellaris" 1 0 156983 0 Inf Absent Absent
"Friedmanniomyces endolithicus" 47 0 Inf 0 Inf Absent Absent
"Claussenomyces sp. TS43310" 1 0 Inf 0 Inf Absent Absent
"Sarcosagium campestre" 1 0 Inf 0 128146 Absent Absent
"Mesorhabditis spiculigera" 2 0 Inf 0 Inf Absent Absent
"Hysterangium stoloniferum" 1 0 Inf 0 Inf Absent Absent
"Gomphillus americanus" 1 0 Inf 0 Inf Absent Absent
"Lambiella insularis" 1 0 Inf 0 Inf Absent Absent
"Aphelenchoides fujianensis" 1 0 Inf 0 Inf Absent Absent
"Curvularia kusanoi" 1 0 Inf 0 Inf Absent Absent
"Pyrenochaeta sp. MPI-SDFR-AT-0127" 1 0 Inf 0 Inf Absent Absent
"Nemania sp. FL0031" 1 0 Inf 0 Inf Absent Absent
"Scytalidium sp. 3C" 1 0 Inf 0 Inf Absent Absent
"Hypoxylon sp. FL1857" 1 0 Inf 0 Inf Absent Absent
"Anaeramoeba ignava" 2 0 Inf 0 Inf Absent Absent
"Trypanosoma melophagium" 1 0 Inf 0 Inf Absent Absent
"Pyrenochaeta sp. DS3sAY3a" 1 0 Inf 0 27158 Absent Absent
"Chaetothyriales sp. CBS 135597" 1 0 Inf 0 Inf Absent Absent
"Puttea exsequens" 1 0 Inf 0 Inf Absent Absent
"Pycnora praestabilis" 1 0 Inf 0 Inf Absent Absent
"Neopestalotiopsis sp. 37M" 1 0 Inf 0 Inf Absent Absent
"Rutstroemia sp. NJR-2017a WRK4" 1 0 Inf 0 32314 Absent Absent
"[Candida] jaroonii" 1 0 Inf 0 599339 Absent Absent
"Carnegiea gigantea" 1 2 9458 0 Inf Present Absent
"Carpediemonas membranifera" 1 0 685058 0 Inf Absent Absent
"Lentinula guzmanii" 1 0 16910 0 Inf Absent Absent
"Coleophoma cylindrospora" 1 0 Inf 0 1352081 Absent Absent
"Pseudocercospora fuligena" 1 0 Inf 0 Inf Absent Absent
"Clonostachys chloroleuca" 1 0 Inf 0 Inf Absent Absent
"Symbiodinium natans" 1 0 Inf 0 Inf Absent Absent
"Sphaceloma murrayae" 1 0 Inf 0 Inf Absent Absent
"Symbiodinium sp. CCMP2592" 1 0 Inf 0 Inf Absent Absent
"Xylographa vitiligo" 1 0 Inf 0 Inf Absent Absent
"Closterium sp. NIES-67" 1 2 11033 0 Inf Present Absent
"Xylaria sp. FL0933" 1 0 Inf 0 Inf Absent Absent
"Alyxoria varia" 1 0 Inf 0 Inf Absent Absent
"Aureobasidium sp. EXF-10728" 1 0 Inf 0 Inf Absent Absent
"Tetrapyrgos nigripes" 1 0 Inf 0 Inf Absent Absent
"Ptychographa xylographoides" 1 0 Inf 0 Inf Absent Absent
"Amoebophrya sp. A120" 1 0 Inf 0 Inf Absent Absent
"Phaeosphaeriaceae sp. PMI808" 1 0 Inf 0 Inf Absent Absent
"Paramecium octaurelia" 6 0 Inf 0 108291 Absent Absent
"Aureobasidium sp. EXF-3399" 1 0 Inf 0 Inf Absent Absent
"Microthlaspi erraticum" 1 2 420 0 Inf Present Absent
"Peronospora farinosa" 2 0 Inf 0 Inf Absent Absent
"Papaver armeniacum" 1 2 7583 0 Inf Present Absent
"Gaertneriomyces sp. JEL0708" 1 0 Inf 0 13956 Absent Absent
"Penicillium salamii" 22 0 Inf 0 39812 Absent Absent
"Chaetothyriales sp. CBS 132003" 1 0 Inf 0 Inf Absent Absent
"Chytriomyces cf. hyalinus JEL632" 1 0 Inf 0 Inf Absent Absent
"Ranitomeya imitator" 1 0 Inf 2 9884 Absent Present
"Viridothelium virens" 1 0 35878 0 Inf Absent Absent
"Penicillium flavigenum" 1 0 Inf 0 170967 Absent Absent
"Bachmanniomyces sp. S44760" 1 0 Inf 0 Inf Absent Absent
"Aureobasidium sp. EXF-10727" 1 0 Inf 0 Inf Absent Absent
"Vezdaea aestivalis" 1 0 Inf 0 Inf Absent Absent
"Peronospora matthiolae" 1 0 Inf 0 Inf Absent Absent
"Xylaria sp. FL0043" 1 0 Inf 0 Inf Absent Absent
"Salinomyces thailandica" 1 0 Inf 0 Inf Absent Absent
"Didymella heteroderae" 1 0 Inf 0 Inf Absent Absent
"Cinara cedri" 1 0 Inf 0 Inf Absent Absent
"Rhodotorula sp. JG-1b" 1 0 Inf 0 Inf Absent Absent
"Chlamydomonas sp. UWO 241" 1 2 Inf 0 Inf Present Absent
"Coniochaeta pulveracea" 1 0 Inf 0 Inf Absent Absent
"Trapelia coarctata" 1 0 Inf 0 Inf Absent Absent
"Closterium sp. NIES-68" 1 2 11016 0 Inf Present Absent
"Sarea resinae" 1 0 Inf 0 Inf Absent Absent
"Paramecium pentaurelia" 5 0 Inf 0 Inf Absent Absent
"Puccinia coronata f. sp. avenae" 4 0 Inf 0 Inf Absent Absent
"Hyaloperonospora brassicae" 1 0 Inf 0 Inf Absent Absent
"Loxospora ochrophaea" 1 0 Inf 0 Inf Absent Absent
"Monoraphidium minutum" 1 2 10401 0 Inf Present Absent
"Saitozyma sp. JCM 24511" 1 0 236659 0 Inf Absent Absent
"Rhodotorula sp. CCFEE 5036" 1 0 Inf 0 Inf Absent Absent
"Geoglossum simile" 1 0 Inf 0 Inf Absent Absent
"Bogoriella megaspora" 1 0 Inf 0 Inf Absent Absent
"Hypoxylon sp. EC38" 1 0 Inf 0 Inf Absent Absent
"Galbula dea" 1 0 Inf 2 12952 Absent Present
"Candelaria pacifica" 1 0 Inf 0 Inf Absent Absent
"Thelocarpon impressellum" 1 0 Inf 0 Inf Absent Absent
"Nemania sp. FL0916" 1 0 Inf 0 Inf Absent Absent
"Paramecium primaurelia" 6 0 Inf 0 Inf Absent Absent
"Callosobruchus analis" 2 0 Inf 0 Inf Absent Absent
"[Candida] railenensis" 1 0 Inf 0 Inf Absent Absent
"Hyaloscypha sp. PMI_1271" 1 0 Inf 0 Inf Absent Absent
"Agyrium rufum" 1 0 Inf 0 126014 Absent Absent
"Talaromyces verruculosus" 1 0 Inf 0 Inf Absent Absent
"Xylographa pallens" 1 0 120352 0 Inf Absent Absent
"Zophobas morio" 1 0 Inf 0 Inf Absent Absent
"Auriculariales sp. MPI-PUGE-AT-0066" 1 0 Inf 0 Inf Absent Absent
"Amoebophrya sp. A25" 2 0 Inf 0 Inf Absent Absent
"Eciton burchellii" 1 0 Inf 0 Inf Absent Absent
"Thelotrema lepadinum" 1 0 Inf 0 Inf Absent Absent
"Cladocopium goreaui" 2 0 Inf 0 Inf Absent Absent
"Lignoscripta atroalba" 1 0 Inf 0 86905 Absent Absent
"Kazachstania saulgeensis" 1 0 Inf 0 290479 Absent Absent
"Gyalolechia ehrenbergii" 1 0 Inf 0 56694 Absent Absent
"Thozetella sp. PMI_491" 1 0 Inf 0 Inf Absent Absent
"Knufia peltigerae" 1 0 Inf 0 Inf Absent Absent
"Metschnikowia sp. JCM 33374" 2 0 Inf 0 Inf Absent Absent
"Scenedesmus sp. NREL 46B-D3" 2 2 11774 0 Inf Present Absent
"Xylaria sp. FL1777" 1 0 Inf 0 Inf Absent Absent
"Heterodermia speciosa" 1 0 Inf 0 Inf Absent Absent
"Xylographa carneopallida" 1 0 Inf 0 Inf Absent Absent
"Mycena sp. CBHHK59/15" 1 0 Inf 0 Inf Absent Absent
"Setomelanomma holmii" 1 0 Inf 0 Inf Absent Absent
"Piccolia ochrophora" 1 0 Inf 0 Inf Absent Absent
"Trizodia sp. TS-e1964" 1 0 Inf 0 Inf Absent Absent
"Arthrobotrys entomopaga" 1 0 Inf 0 92777 Absent Absent
"Monosporascus sp. 5C6A" 1 0 Inf 0 Inf Absent Absent
"Collybiopsis confluens" 4 0 Inf 0 Inf Absent Absent
"Pleurotus ostreatoroseus" 2 0 Inf 0 Inf Absent Absent
"Naganishia cerealis" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum noveboracense" 3 0 Inf 0 Inf Absent Absent
"Pseudogymnoascus sp. 23342-1-I1" 1 0 Inf 0 Inf Absent Absent
"Xylographa opegraphella" 1 0 Inf 0 Inf Absent Absent
"Chrysothrix sp. TS-e1954" 1 0 Inf 0 Inf Absent Absent
"Fusarium heterosporum" 1 0 Inf 0 Inf Absent Absent
"Imshaugia aleurites" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 986" 1 0 Inf 0 Inf Absent Absent
"Merluccius polli" 1 0 Inf 1 562 Absent Present
"Drosophila ironensis" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum chlorophyti" 1 0 Inf 0 Inf Absent Absent
"Allomyces arbusculus" 1 0 Inf 0 Inf Absent Absent
"Hypoxylon sp. CO27-5" 1 0 Inf 0 Inf Absent Absent
"Stictis urceolata" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1358" 1 0 Inf 0 Inf Absent Absent
"Acarospora aff. strigata" 1 0 Inf 0 Inf Absent Absent
"Chrysophaeum taylorii" 1 2 3557 0 Inf Present Absent
"Geoglossum umbratile" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1646" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1813" 1 0 Inf 0 Inf Absent Absent
"Hypoxylon sp. CI-4A" 1 0 Inf 0 Inf Absent Absent
"Diaporthe ilicicola" 1 0 Inf 0 Inf Absent Absent
"Parelaphostrongylus tenuis" 1 0 Inf 0 Inf Absent Absent
"Botrytis tulipae" 1 0 Inf 0 Inf Absent Absent
"Clunio marinus" 1 0 Inf 0 Inf Absent Absent
"Aspergillus fumigatiaffinis" 4 0 Inf 0 Inf Absent Absent
"Spathaspora sp. JA1" 1 0 25180 0 Inf Absent Absent
"Chaetothyriales sp. CBS 134920" 1 0 Inf 0 Inf Absent Absent
"Trichinella papuae" 2 0 Inf 0 Inf Absent Absent
"Candolleomyces efflorescens" 1 0 Inf 0 Inf Absent Absent
"Trebouxia sp. A1-2" 1 1 554 0 Inf Present Absent
"Xylographa parallela" 1 0 Inf 0 Inf Absent Absent
"Pseudogymnoascus sp. 05NY08" 1 0 Inf 0 Inf Absent Absent
"Daldinia sp. FL1419" 1 0 Inf 0 Inf Absent Absent
"Monosporascus sp. MG133" 1 0 Inf 0 Inf Absent Absent
"Chionoecetes opilio" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1250" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum sp. SAR11_239" 1 0 Inf 0 Inf Absent Absent
"Seirophora lacunosa" 2 0 Inf 0 Inf Absent Absent
"Colletotrichum sp. SAR 10_75" 1 0 Inf 0 Inf Absent Absent
"Molorchus minor" 2 0 Inf 0 Inf Absent Absent
"Xanthoria mediterranea" 1 0 Inf 0 Inf Absent Absent
"Plasmodium ovale wallikeri" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 487" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1085" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum nupharicola" 2 0 Inf 0 Inf Absent Absent
"Drosophila bunnanda" 1 0 Inf 0 Inf Absent Absent
"Mucor saturninus" 1 0 Inf 0 Inf Absent Absent
"Lactuca virosa" 3 6 0 0 Inf Present Absent
"Neopestalotiopsis clavispora" 1 0 Inf 0 Inf Absent Absent
"Sclerophora amabilis" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum sp. SAR11_240" 1 0 Inf 0 Inf Absent Absent
"Eudyptula novaehollandiae" 1 0 Inf 2 12889 Absent Present
"Danionella translucida" 1 0 Inf 2 8567 Absent Present
"Colletotrichum sp. SAR 10_70" 1 0 Inf 0 Inf Absent Absent
"Fusarium gaditjirri" 1 0 Inf 0 Inf Absent Absent
"Xanthomendoza cf. fulva" 1 0 Inf 0 Inf Absent Absent
"Chionis minor" 1 0 Inf 2 21 Absent Present
"Hypoxylon sp. FL1150" 1 0 Inf 0 Inf Absent Absent
"Promerops cafer" 1 0 Inf 2 21 Absent Present
"Gnomoniopsis sp. IMI 355080" 1 0 Inf 0 Inf Absent Absent
"Rhynchosporium agropyri" 1 0 Inf 0 Inf Absent Absent
"Alopecoenas beccarii" 1 0 Inf 2 12603 Absent Present
"Tulasnella sp. 330" 1 0 Inf 0 Inf Absent Absent
"Botrytis paeoniae" 1 0 Inf 0 253012 Absent Absent
"Pseudogymnoascus sp. WSF 3629" 1 0 Inf 0 Inf Absent Absent
"Monosporascus sp. GIB2" 1 0 Inf 0 Inf Absent Absent
"Fusarium ambrosium" 1 0 Inf 0 Inf Absent Absent
"Xylographa soralifera" 1 0 Inf 0 227483 Absent Absent
"Colletotrichum sp. SAR 10_65" 1 0 Inf 0 Inf Absent Absent
"Trichinella patagoniensis" 1 0 Inf 0 Inf Absent Absent
"Ptilonorhynchus violaceus" 1 0 Inf 2 12489 Absent Present
"Trichinella sp. T8" 3 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 720" 1 0 Inf 0 Inf Absent Absent
"Vezdaea acicularis" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum sp. SAR 10_71" 1 0 Inf 0 Inf Absent Absent
"Callaeas wilsoni" 1 0 Inf 2 21 Absent Present
"Helicocarpus griseus UAMH5409" 1 0 Inf 0 122012 Absent Absent
"Fusarium pseudocircinatum" 1 0 Inf 0 Inf Absent Absent
"Knufia sp. JES_112" 1 0 Inf 0 Inf Absent Absent
"Monosporascus sp. MC13-8B" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum sp. SAR 10_77" 1 0 Inf 0 Inf Absent Absent
"Aureobasidium sp. EXF-3400" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1200" 1 0 Inf 0 Inf Absent Absent
"Boothiomyces sp. JEL0838" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum sp. SAR 10_98" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum sp. SAR 10_76" 1 0 Inf 0 Inf Absent Absent
"Planoprotostelium fungivorum" 3 0 Inf 0 Inf Absent Absent
"Botrytis hyacinthi" 1 0 Inf 0 256747 Absent Absent
"Trichinella zimbabwensis" 1 0 Inf 0 Inf Absent Absent
"Boothiomyces sp. JEL0866" 1 0 Inf 0 Inf Absent Absent
"Scytalidium lignicola" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum sp. SAR 10_66" 1 0 Inf 0 Inf Absent Absent
"Trichinella sp. T9" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum plurivorum" 1 0 Inf 0 Inf Absent Absent
"Monosporascus sp. mg162" 1 0 Inf 0 Inf Absent Absent
"Peniophora sp. CONT" 1 0 Inf 0 Inf Absent Absent
"Aureobasidium sp. EXF-12298" 2 0 Inf 0 Inf Absent Absent
"Coniella lustricola" 1 0 Inf 0 Inf Absent Absent
"Papaver atlanticum" 1 2 300 0 Inf Present Absent
"Aureobasidium sp. EXF-12344" 2 0 Inf 0 Inf Absent Absent
"Chlorociboria aeruginascens" 1 0 Inf 0 Inf Absent Absent
"Boothiomyces macroporosus" 1 0 Inf 0 Inf Absent Absent
"Xylaria sp. FL1042" 1 0 Inf 0 Inf Absent Absent
"Peltula sp. TS41687" 1 0 Inf 0 Inf Absent Absent
"Niorma chrysophthalma" 1 0 Inf 0 Inf Absent Absent
"Trichinella sp. T6" 1 0 Inf 0 Inf Absent Absent
"Drosophila rubida" 1 0 Inf 0 14153843 Absent Absent
"Allomyces javanicus" 1 0 Inf 0 Inf Absent Absent
"Trichinella britovi" 3 0 Inf 0 Inf Absent Absent
"Eudyptula albosignata" 1 0 Inf 2 21 Absent Present
"Terramyces sp. JEL0728" 3 0 Inf 0 Inf Absent Absent
"Colletotrichum sp. SAR 10_96" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1199" 1 0 Inf 0 Inf Absent Absent
"Tulasnella sp. 424" 1 0 Inf 0 Inf Absent Absent
"Lynx pardinus" 2 0 Inf 4 24 Absent Present
"Colletotrichum sp. SAR 10_99" 1 0 Inf 0 33578 Absent Absent
"Apophysomyces ossiformis" 1 0 Inf 0 Inf Absent Absent
"Caerostris extrusa" 3 0 Inf 0 Inf Absent Absent
"Cercopithifilaria johnstoni" 2 0 Inf 0 Inf Absent Absent
"Botryotinia convoluta" 1 0 Inf 0 Inf Absent Absent
"Toensbergia leucococca" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum sp. SAR11_57" 1 0 Inf 0 Inf Absent Absent
"Tulasnella sp. 425" 1 0 Inf 0 Inf Absent Absent
"Paramecium sonneborni" 5 0 Inf 0 Inf Absent Absent
"Colletotrichum sp. SAR 10_86" 1 0 Inf 0 Inf Absent Absent
"Melanogaster broomeanus" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum sojae" 1 0 Inf 0 27677 Absent Absent
"Trichoplax sp. H2" 1 0 Inf 2 219 Absent Present
"Claviceps arundinis" 2 0 Inf 0 Inf Absent Absent
"Coemansia sp. BCRC 34962" 1 0 Inf 0 Inf Absent Absent
"Fusarium kuroshium" 1 0 Inf 0 144393 Absent Absent
"Coemansia sp. RSA 1843" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 2050" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1972" 1 0 Inf 0 41077 Absent Absent
"Megadyptes antipodes antipodes" 1 0 Inf 2 21 Absent Present
"Drosophila pandora" 3 0 Inf 0 Inf Absent Absent
"Mycoblastus sanguinarius" 1 0 Inf 0 Inf Absent Absent
"Mischocyttarus mexicanus" 1 0 Inf 0 1809370 Absent Absent
"Nematocida sp. AWRm77" 1 0 Inf 0 37261 Absent Absent
"Phylliscum demangeonii" 1 0 Inf 0 Inf Absent Absent
"Monosporascus sp. CRB-8-3" 1 0 Inf 0 Inf Absent Absent
"Eudyptes filholi" 1 0 Inf 2 21 Absent Present
"Fusarium graminum" 1 0 Inf 0 Inf Absent Absent
"Ophiocordyceps camponoti-leonardi (nom. inval.)" 1 0 Inf 0 Inf Absent Absent
"Brachypodius atriceps" 1 0 Inf 2 11889 Absent Present
"Cylindrodendrum hubeiense" 1 0 Inf 0 Inf Absent Absent
"Monosporascus sp. CRB-9-2" 1 0 Inf 0 Inf Absent Absent
"Eudyptes sclateri" 1 0 Inf 2 21 Absent Present
"Claviceps maximensis" 1 0 Inf 0 Inf Absent Absent
"Rotaria socialis" 13 0 Inf 0 Inf Absent Absent
"Teloschistes peruensis" 1 0 Inf 0 Inf Absent Absent
"Penicillium egyptiacum" 1 0 Inf 0 14446 Absent Absent
"Colletotrichum sp. SAR11_59" 1 0 Inf 0 Inf Absent Absent
"Mortierella hygrophila" 1 0 Inf 0 Inf Absent Absent
"Xylaria sp. CBS 124048" 1 0 Inf 0 Inf Absent Absent
"Icmadophila ericetorum" 1 0 Inf 0 Inf Absent Absent
"Fusarium napiforme" 1 0 Inf 0 Inf Absent Absent
"Lichina confinis" 1 0 Inf 0 Inf Absent Absent
"Ceratocystis platani" 1 0 Inf 0 Inf Absent Absent
"Pseudocercospora eumusae" 1 0 Inf 0 Inf Absent Absent
"Tricholaema leucomelas" 1 0 Inf 2 14157 Absent Present
"Hypsibius exemplaris" 1 0 Inf 0 Inf Absent Absent
"Piptocephalis tieghemiana" 1 0 Inf 0 Inf Absent Absent
"Piprites chloris" 1 0 Inf 2 21 Absent Present
"Thinocorus orbignyianus" 1 0 Inf 2 21 Absent Present
"Pseudogymnoascus sp. 03VT05" 1 0 Inf 0 Inf Absent Absent
"Armadillidium nasatum" 1 0 Inf 2 16115 Absent Present
"Glaucidium brasilianum" 1 0 Inf 2 24 Absent Present
"Fusarium beomiforme" 1 0 Inf 0 Inf Absent Absent
"Neodidymelliopsis sp. IMI 364377" 1 0 Inf 0 Inf Absent Absent
"Xylaria polymorpha" 1 0 Inf 0 Inf Absent Absent
"Cisticola juncidis" 1 0 Inf 2 12340 Absent Present
"Nycticryphes semicollaris" 1 0 Inf 2 14004 Absent Present
"Coemansia sp. RSA 990" 1 0 Inf 0 Inf Absent Absent
"Cytospora leucostoma" 1 0 Inf 0 Inf Absent Absent
"Ascochyta clinopodiicola" 1 0 Inf 0 Inf Absent Absent
"Mionectes macconnelli" 1 0 Inf 2 21 Absent Present
"Chunga burmeisteri" 1 0 Inf 2 21 Absent Present
"Phialocephala subalpina" 1 0 Inf 0 Inf Absent Absent
"Clavulina sp. PMI_390" 1 0 Inf 0 Inf Absent Absent
"Trametes cubensis" 2 0 Inf 0 Inf Absent Absent
"Lobaria immixta" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 989" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 1821" 1 0 Inf 0 Inf Absent Absent
"Alectoria fallacina" 1 0 Inf 0 Inf Absent Absent
"Baryphthengus martii" 1 0 Inf 2 21 Absent Present
"Fusarium sp. AF-6" 1 0 Inf 0 Inf Absent Absent
"Ostreobium quekettii" 1 2 15 0 Inf Present Absent
"Claviceps aff. humidiphila group G2b" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum limetticola" 1 0 Inf 0 Inf Absent Absent
"Claviceps sp. Clav50 group G5" 1 0 Inf 0 Inf Absent Absent
"Drosophila setifemur" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. S146" 1 0 Inf 0 Inf Absent Absent
"Zalerion maritima" 1 0 Inf 0 Inf Absent Absent
"Trametes pubescens" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. RSA 638" 1 0 Inf 0 Inf Absent Absent
"Tuber brumale" 1 0 Inf 0 29081 Absent Absent
"Pseudocyphellaria aurata" 1 0 Inf 0 Inf Absent Absent
"Papaver californicum" 2 4 300 0 Inf Present Absent
"Donacobius atricapilla" 1 0 Inf 2 21 Absent Present
"Ibidorhyncha struthersii" 1 0 Inf 2 21 Absent Present
"Botrytis galanthina" 1 0 Inf 0 Inf Absent Absent
"Hippolais icterina" 1 0 Inf 2 12370 Absent Present
"Athelia sp. TMB" 2 0 Inf 0 Inf Absent Absent
"Talaromyces islandicus" 1 0 951202 0 939893 Absent Absent
"Calonectris borealis" 1 0 Inf 2 21 Absent Present
"Amanita polypyramis BW_CC" 1 0 86516 0 Inf Absent Absent
"Cettia cetti" 1 0 Inf 2 21 Absent Present
"Cochlearius cochlearius" 1 0 Inf 2 12902 Absent Present
"Coryphaenoides rupestris" 1 0 Inf 2 6568 Absent Present
"Chaetothyriales sp. CBS 134916" 1 0 Inf 0 Inf Absent Absent
"Ophiocordyceps camponoti-saundersi (nom. inval.)" 1 0 Inf 0 Inf Absent Absent
"Claviceps sp. LM218 group G6" 1 0 Inf 0 Inf Absent Absent
"Ophiocordyceps australis" 1 0 Inf 0 Inf Absent Absent
"Larus smithsonianus" 1 0 Inf 0 Inf Absent Absent
"Coemansia sp. IMI 203386" 1 0 Inf 0 Inf Absent Absent
"Hymenoscyphus albidus" 1 0 Inf 0 Inf Absent Absent
"Fusarium floridanum" 1 0 Inf 0 148349 Absent Absent
"Polistes exclamans" 1 0 Inf 0 Inf Absent Absent
"Auanema sp. JU1783" 1 0 Inf 0 39114 Absent Absent
